Part Number,brand,Model,Rank,Benchmark,Samples,Title,Price,Image URL,Frequency,Cores,Socket,Unlocked Multiplier
BX8071512700,Intel,Core i7-12700,62,108.0,25535,"Procesor Intel Core i7-12700, 2.1 GHz, 25 MB, OEM (CM8071504555019)","1 134,24 zł",https://images.morele.net/i256/9658382_0_i256.jpg,2.1 GHz,12 rdzeni,Socket 1700,Nie
BX8071512700,Intel,Core i7-12700,62,108.0,25535,"Procesor Intel Core i7-12700, 2.1 GHz, 25 MB, BOX (BX8071512700)",1 180 zł,https://images.morele.net/i256/9643934_3_i256.jpg,2.1 GHz,12 rdzeni,Socket 1700,Nie
,,Core i7-13700HX,63,108.0,4526,,,,,,,
,,Core i9-13900H,64,107.0,4699,,,,,,,
BX8071514400F,Intel,Core i5-14400F,65,107.0,1254,"Procesor Intel Core i5-14400F, 2.5 GHz, 20 MB, OEM (CM8071505093011)","619,62 zł",https://images.morele.net/i256/13191020_1_i256.jpg,2.5 GHz,10 rdzeni,Socket 1700,Nie
BX8071514400F,Intel,Core i5-14400F,65,107.0,1254,"Procesor Intel Core i5-14400F, 2.5 GHz, 20 MB, OEM (CM8071504821113)","636,11 zł",https://images.morele.net/i256/13172923_1_i256.jpg,2.5 GHz,10 rdzeni,Socket 1700,Nie
BX8071514400F,Intel,Core i5-14400F,65,107.0,1254,"Procesor Intel Core i5-14400F, 2.5 GHz, 20 MB, BOX (BX8071514400F)",569 zł,https://images.morele.net/i256/13155885_0_i256.jpg,2.5 GHz,10 rdzeni,Socket 1700,Nie
BX8071514400,Intel,Core i5-14400,66,107.0,129,"Procesor Intel Core i5-14400, 2.5 GHz, 20 MB, OEM (CM8071505093012)","750,99 zł",https://images.morele.net/i256/13191038_1_i256.jpg,2.5 GHz,10 rdzeni,Socket 1700,Nie
BX8071514400,Intel,Core i5-14400,66,107.0,129,"Procesor Intel Core i5-14400, 2.5 GHz, 20 MB, OEM (CM8071504821112)","777,09 zł",https://images.morele.net/i256/13172933_0_i256.jpg,2.5 GHz,10 rdzeni,Socket 1700,Nie
BX8071514400,Intel,Core i5-14400,66,107.0,129,"Procesor Intel Core i5-14400, 2.5 GHz, 20 MB, BOX (BX8071514400)",719 zł,https://images.morele.net/i256/13155881_0_i256.jpg,2.5 GHz,10 rdzeni,Socket 1700,Nie
,,Core i9-12950HX,67,107.0,515,,,,,,,
100-000001721,AMD,Ryzen 5 7600X3D,68,106.0,324,"Procesor AMD Ryzen 5 7600X3D, 4.1 GHz, 96 MB, OEM (100-100001721)","1 462,49 zł",https://images.morele.net/i256/14461469_1_i256.jpg,4.1 GHz,6 rdzeni,Socket AM5,Nie
100-000001721,AMD,Ryzen 5 7600X3D,68,106.0,324,"Procesor AMD Ryzen 5 7600X3D, 4.1 GHz, 96 MB, BOX (100-100001721WOF)","1 684,99 zł",https://images.morele.net/i256/14627687_1_i256.jpg,4.1 GHz,6 rdzeni,Socket AM5,Nie
,,Core Ultra 9 288V,69,106.0,23,,,,,,,
BX8071513400F,Intel,Core i5-13400F,70,106.0,9951,"Procesor Intel Core i5-13400F, 2.5 GHz, 20 MB, BOX + Endorfy Fera 5 Dual Fan",728 zł,https://images.morele.net/i256/9078610_0_i256.jpg,2.5 GHz,10 rdzeni,Socket 1700,Nie
BX8071513400F,Intel,Core i5-13400F,70,106.0,9951,"Procesor Intel Core i5-13400F, 2.5 GHz, 20 MB, BOX + Endorfy Fera 5","633,12 zł",https://images.morele.net/i256/9078605_0_i256.jpg,2.5 GHz,10 rdzeni,Socket 1700,Nie
BX8071513400F,Intel,Core i5-13400F,70,106.0,9951,"Procesor Intel Core i5-13400F, 2.5 GHz, 20 MB, OEM (CM8071504821107)","564,39 zł",https://images.morele.net/i256/13112500_0_i256.jpg,2.5 GHz,10 rdzeni,Socket 1700,Nie
BX8071513400F,Intel,Core i5-13400F,70,106.0,9951,"Procesor Intel Core i5-13400F, 2.5 GHz, 20 MB, OEM (CM8071505093005)","584,73 zł",https://images.morele.net/i256/13112504_0_i256.jpg,2.5 GHz,10 rdzeni,Socket 1700,Nie
BX8071513400F,Intel,Core i5-13400F,70,106.0,9951,"Procesor Intel Core i5-13400F, 2.5 GHz, 20 MB, BOX + Endorfy Fera 5 ARGB",738 zł,https://images.morele.net/i256/9831228_0_i256.jpg,2.5 GHz,10 rdzeni,Socket 1700,Nie
BX8071513400F,Intel,Core i5-13400F,70,106.0,9951,"Procesor Intel Core i5-13400F, 2.5 GHz, 20 MB, BOX (BX8071513400F)",569 zł,https://images.morele.net/i256/12486214_0_i256.jpg,2.5 GHz,10 rdzeni,Socket 1700,Nie
,,Core i7-14650HX,71,106.0,705,,,,,,,
,,Core i7-13800H,72,106.0,298,,,,,,,
100-000001015BOX,AMD,Ryzen 5 7600,73,106.0,5938,"Procesor AMD Ryzen 5 7600, 3.8 GHz, 32 MB, MPK (100-100001015MPK)","889,43 zł",https://images.morele.net/i256/13136072_1_i256.jpg,3.8 GHz,6 rdzeni,Socket AM5,Tak
100-000001015BOX,AMD,Ryzen 5 7600,73,106.0,5938,"Procesor AMD Ryzen 5 7600, 3.8 GHz, 32 MB, OEM (100-000001015)","844,04 zł",https://images.morele.net/i256/13120350_1_i256.jpg,3.8 GHz,6 rdzeni,Socket AM5,Tak
100-000001015BOX,AMD,Ryzen 5 7600,73,106.0,5938,"Procesor AMD Ryzen 5 7600, 3.8 GHz, 32 MB, BOX (100-100001015BOX)",869 zł,https://images.morele.net/i256/12491803_0_i256.jpg,3.8 GHz,6 rdzeni,Socket AM5,Tak
BX8071513400,Intel,Core i5-13400,74,106.0,2742,"Procesor Intel Core i5-13400, 2.5 GHz, 20 MB, OEM (CM8071505093004)","651,08 zł",https://images.morele.net/i256/13112503_1_i256.jpg,2.5 GHz,10 rdzeni,Socket 1700,Nie
BX8071513400,Intel,Core i5-13400,74,106.0,2742,"Procesor Intel Core i5-13400, 2.5 GHz, 20 MB, BOX (BX8071513400)",688 zł,https://images.morele.net/i256/12486213_0_i256.jpg,2.5 GHz,10 rdzeni,Socket 1700,Nie
,,Core i9-12900HX,75,105.0,1278,,,,,,,
100-100000651WOF,,Ryzen 7 5800X3D,76,104.0,23248,,,,,,,
,,Core i7-13650HX,77,104.0,5188,,,,,,,
BX8070811900KF,,Core i9-11900KF,78,104.0,17778,,,,,,,
,,Core i7-13700H,79,104.0,4749,,,,,,,
BX8070811900K,,Core i9-11900K,80,103.0,44319,,,,,,,
100-000000597,AMD,Ryzen 5 7500F,81,103.0,5284,"Procesor AMD Ryzen 5 7500F, 3.7 GHz, 32 MB, MPK (100-100000597MPK)","753,99 zł",https://images.morele.net/i256/13113439_1_i256.jpg,3.7 GHz,6 rdzeni,Socket AM5,Tak
100-000000597,AMD,Ryzen 5 7500F,81,103.0,5284,"Procesor AMD Ryzen 5 7500F, 3.7 GHz, 32 MB, OEM (100-000000597)","661,67 zł",https://images.morele.net/i256/13113437_1_i256.jpg,3.7 GHz,6 rdzeni,Socket AM5,Tak
,,Core i7-13620H,82,103.0,7517,,,,,,,
,,Core Ultra 7 258V,83,102.0,187,,,,,,,
BX8071512600,Intel,Core i5-12600,84,102.0,4164,"Procesor Intel Core i5-12600, 3.3 GHz, 18 MB, BOX (BX8071512600)","1 198,50 zł",https://images.morele.net/i256/9643265_0_i256.jpg,3.3 GHz,6 rdzeni,Socket 1700,Nie
BX8070811700KF,,Core i7-11700KF,85,102.0,17565,,,,,,,
,,Core Ultra 7 256V,86,102.0,96,,,,,,,
,,Core i5-14500HX,87,102.0,93,,,,,,,
BX8070811700K,,Core i7-11700K,88,101.0,65651,,,,,,,
100-100000059WOF,AMD,Ryzen 9 5950X,89,100.0,33026,"Procesor AMD Ryzen 9 5950X, 3.4 GHz, 64 MB, OEM (100-000000059)","3 840,99 zł",https://images.morele.net/i256/7267021_0_i256.jpg,3.4 GHz,16 rdzeni,Socket AM4,Tak
100-100000059WOF,AMD,Ryzen 9 5950X,89,100.0,33026,"Procesor AMD Ryzen 9 5950X, 3.4 GHz, 64 MB, BOX (100-100000059WOF)","1 378,69 zł",https://images.morele.net/i256/7267020_0_i256.jpg,3.4 GHz,16 rdzeni,Socket AM4,Tak
100-100001176WOF,,Ryzen 5 5600X3D,90,100.0,1473,,,,,,,
BX8070811900F,,Core i9-11900F,91,100.0,3566,,,,,,,
,,Core i5-13500H,92,99.9,2399,,,,,,,
BX8070811900,,Core i9-11900,93,99.9,3353,,,,,,,
,,Core i9-12900HK,94,99.7,2176,,,,,,,
BX8070110900K,,Core i9-10900K,95,99.6,107269,,,,,,,
BX8070110900KF,,Core i9-10900KF,96,99.5,21040,,,,,,,
BX8070811600K,,Core i5-11600K,97,99.3,43966,,,,,,,
BX8071512500,Intel,Core i5-12500,98,99.2,3715,"Procesor Intel Core i5-12500, 3 GHz, 18 MB, OEM (CM8071504647605)","877,58 zł",https://images.morele.net/i256/9658397_0_i256.jpg,3 GHz,6 rdzeni,Socket 1700,Nie
BX8071512500,Intel,Core i5-12500,98,99.2,3715,"Procesor Intel Core i5-12500, 3 GHz, 18 MB, BOX (BX8071512500)",819 zł,https://images.morele.net/i256/9643267_1_i256.jpg,3 GHz,6 rdzeni,Socket 1700,Nie
BX8070811600KF,,Core i5-11600KF,99,99.1,9286,,,,,,,
,,Core i9-12900H,100,99.0,15403,,,,,,,
100-100000061WOF,AMD,Ryzen 9 5900X,101,99.0,37992,"Procesor AMD Ryzen 9 5900X, 3.7 GHz, 64 MB, OEM (100-000000061)","2 975,91 zł",https://images.morele.net/i256/7267023_0_i256.jpg,3.7 GHz,12 rdzeni,Socket AM4,Tak
100-100000061WOF,AMD,Ryzen 9 5900X,101,99.0,37992,"Procesor AMD Ryzen 9 5900X, 3.7 GHz, 64 MB, BOX (100-100000061WOF)","1 087,33 zł",https://images.morele.net/i256/7267022_0_i256.jpg,3.7 GHz,12 rdzeni,Socket AM4,Tak
BX8070110850K,,Core i9-10850K,102,98.9,84873,,,,,,,
BX80684I99900KS,,Core i9-9900KS,103,98.8,12840,,,,,,,
BX8071512400,Intel,Core i5-12400,104,98.2,17352,"Procesor Intel Core i5-12400, 2.5 GHz, 18 MB, BOX (BX8071512400)","599,99 zł",https://images.morele.net/i256/9643269_1_i256.jpg,2.5 GHz,6 rdzeni,Socket 1700,Nie
BX8071512400,Intel,Core i5-12400,104,98.2,17352,"Procesor Intel Core i5-12400, 2.5 GHz, 18 MB, OEM (CM8071504650608)","574,84 zł",https://images.morele.net/i256/9893331_0_i256.jpg,2.5 GHz,6 rdzeni,Socket 1700,Nie
BX8070811700F,,Core i7-11700F,105,98.2,37740,,,,,,,
BX8070811700,,Core i7-11700,106,98.1,20430,,,,,,,
BX8071512400F,Intel,Core i5-12400F,107,98.1,54052,"Procesor Intel Core i5-12400F, 2.5 GHz, 18 MB (BX8071512400F) + Endorfy Fera 5 Dual Fan (EY3A006)",628 zł,https://images.morele.net/i256/9077220_0_i256.jpg,2.5 GHz,6 rdzeni,Socket 1700,Nie
BX8071512400F,Intel,Core i5-12400F,107,98.1,54052,"Procesor Intel Core i5-12400F, 2.5 GHz, 18 MB (BX8071512400F) + Endorfy Fera 5 (EY3A005)",604 zł,https://images.morele.net/i256/9077219_0_i256.jpg,2.5 GHz,6 rdzeni,Socket 1700,Nie
BX8071512400F,Intel,Core i5-12400F,107,98.1,54052,"Procesor Intel Core i5-12400F, 2.5 GHz, 18 MB (BX8071512400F) + Endorfy Fera 5 Black (EY3A011)",618 zł,https://images.morele.net/i256/9077567_0_i256.jpg,2.5 GHz,6 rdzeni,Socket 1700,Nie
BX8071512400F,Intel,Core i5-12400F,107,98.1,54052,"Procesor Intel Core i5-12400F, 2.5 GHz, 18 MB, OEM (CM8071504650609)","448,83 zł",https://images.morele.net/i256/9914280_0_i256.jpg,2.5 GHz,6 rdzeni,Socket 1700,Nie
BX8071512400F,Intel,Core i5-12400F,107,98.1,54052,"Procesor Intel Core i5-12400F, 2.5 GHz, 18 MB, BOX (BX8071512400F)",469 zł,https://images.morele.net/i256/9643517_4_i256.jpg,2.5 GHz,6 rdzeni,Socket 1700,Nie
,,Core i7-12800H,108,98.0,2192,,,,,,,
BX80684I99900K,,Core i9-9900K,109,97.9,354223,,,,,,,
100-100000063WOF,AMD,Ryzen 7 5800X,110,97.9,89263,"Procesor AMD Ryzen 7 5800X, 3.8 GHz, 32 MB, OEM (100-000000063)","2 068,98 zł",https://images.morele.net/i256/7267025_0_i256.jpg,3.8 GHz,8 rdzeni,Socket AM4,Tak
100-100000063WOF,AMD,Ryzen 7 5800X,110,97.9,89263,"Procesor AMD Ryzen 7 5800X, 3.8 GHz, 32 MB, BOX (100-100000063WOF)",672 zł,https://images.morele.net/i256/7267024_0_i256.jpg,3.8 GHz,8 rdzeni,Socket AM4,Tak
100-100001590BOX,AMD,Ryzen 7 8700F,111,97.8,103,"Procesor AMD Ryzen 7 8700F, 4.1 GHz, 16 MB, OEM (100-000001590)","694,25 zł",https://images.morele.net/i256/13232613_0_i256.jpg,4.1 GHz,8 rdzeni,Socket AM5,Tak
100-100001590BOX,AMD,Ryzen 7 8700F,111,97.8,103,"Procesor AMD Ryzen 7 8700F, 4.1 GHz, 16 MB, BOX (100-100001590BOX)","989,85 zł",https://images.morele.net/i256/13229821_1_i256.jpg,4.1 GHz,8 rdzeni,Socket AM5,Tak
BX80684I99900KF,,Core i9-9900KF,112,97.8,50265,,,,,,,
,,Ryzen 9 5900,113,97.2,1297,,,,,,,
BX8071514100F,Intel,Core i3-14100F,114,97.2,488,"Procesor Intel Core i3-14100F, 3.5 GHz, 12 MB, BOX (BX8071514100F)","361,10 zł",https://images.morele.net/i256/13155886_0_i256.jpg,3.5 GHz,4 rdzenie,Socket 1700,Nie
BX8071514100F,Intel,Core i3-14100F,114,97.2,488,"Procesor Intel Core i3-14100F, 3.5 GHz, 12 MB, OEM (CM8071505092207)","383,94 zł",https://images.morele.net/i256/13172902_0_i256.jpg,3.5 GHz,4 rdzenie,Socket 1700,Nie
BX80684I79700KF,,Core i7-9700KF,115,97.1,32736,,,,,,,
BX8071514100,Intel,Core i3-14100,116,97.1,170,"Procesor Intel Core i3-14100, 3.5 GHz, 12 MB, OEM (CM8071505092206)","519,91 zł",https://images.morele.net/i256/13172932_0_i256.jpg,3.5 GHz,4 rdzenie,Socket 1700,Nie
,,Core i7-12700H,117,97.0,52857,,,,,,,
100-100001503WOF,AMD,Ryzen 7 5700X3D,118,97.0,2015,"Procesor AMD Ryzen 7 5700X3D, 3 GHz, 96 MB, BOX (100-100001503WOF)",1 049 zł,https://images.morele.net/i256/13170053_0_i256.jpg,3 GHz,8 rdzeni,Socket AM4,Tak
BX8070811600,Intel,Core i5-11600,119,97.0,2296,"Procesor Intel Core i5-11600, 2.8 GHz, 12 MB, OEM (CM8070804491513)","651,17 zł",https://images.morele.net/i256/8349707_0_i256.jpg,2.8 GHz,6 rdzeni,Socket 1200 (Rocket Lake),Nie
BX80684I79700K,,Core i7-9700K,120,96.9,550833,,,,,,,
BX8070110700K,,Core i7-10700K,121,96.5,198859,,,,,,,
BX8070110700KF,,Core i7-10700KF,122,96.3,37394,,,,,,,
,,Core Ultra 5 226V,123,96.3,31,,,,,,,
,,Core i5-12600H,124,96.2,83,,,,,,,
,,Core i7-12650HX,125,96.2,17,,,,,,,
,,Core i7-12650H,126,96.2,16339,,,,,,,
100-100000926WOF,AMD,Ryzen 7 5700X,127,96.1,21248,"Procesor AMD Ryzen 7 5700X, 3.4 GHz, 32 MB, MPK (100-100000926SPK)","1 313,12 zł",https://images.morele.net/i256/14689613_0_i256.jpg,3.4 GHz,8 rdzeni,Socket AM4,Tak
100-100000926WOF,AMD,Ryzen 7 5700X,127,96.1,21248,"Procesor AMD Ryzen 7 5700X, 3.4 GHz, 32 MB, OEM (100-100000926SPK)","1 600,66 zł",https://images.morele.net/i256/13189445_0_i256.jpg,3.4 GHz,8 rdzeni,Socket AM4,Tak
100-100000926WOF,AMD,Ryzen 7 5700X,127,96.1,21248,"Procesor AMD Ryzen 7 5700X, 3.4 GHz, 32 MB, OEM (100-000000926)","518,79 zł",https://images.morele.net/i256/10120246_0_i256.jpg,3.4 GHz,8 rdzeni,Socket AM4,Tak
100-100000926WOF,AMD,Ryzen 7 5700X,127,96.1,21248,"Procesor AMD Ryzen 7 5700X, 3.4 GHz, 32 MB, BOX (100-100000926WOF)","645,04 zł",https://images.morele.net/i256/10120245_0_i256.jpg,3.4 GHz,8 rdzeni,Socket AM4,Tak
BX8071513100F,Intel,Core i3-13100F,128,96.0,1933,"Procesor Intel Core i3-13100F, 3.4 GHz, 12 MB, OEM (CM8071505092203)","324,99 zł",https://images.morele.net/i256/13112498_0_i256.jpg,3.4 GHz,4 rdzenie,Socket 1700,Nie
BX8071513100F,Intel,Core i3-13100F,128,96.0,1933,"Procesor Intel Core i3-13100F, 3.4 GHz, 12 MB, BOX (BX8071513100F)",339 zł,https://images.morele.net/i256/12462057_1_i256.jpg,3.4 GHz,4 rdzenie,Socket 1700,Nie
BX8071513100,Intel,Core i3-13100,129,96.0,304,"Procesor Intel Core i3-13100, 3.4 GHz, 12 MB, OEM (CM8071505092202)","489,85 zł",https://images.morele.net/i256/13112518_1_i256.jpg,3.4 GHz,4 rdzenie,Socket 1700,Nie
BX8071513100,Intel,Core i3-13100,129,96.0,304,"Procesor Intel Core i3-13100, 3.4 GHz, 12 MB, BOX (BX8071513100)",529 zł,https://images.morele.net/i256/12462056_1_i256.jpg,3.4 GHz,4 rdzenie,Socket 1700,Nie
100-100000065BOX,AMD,Ryzen 5 5600X,130,95.9,383420,"Procesor AMD Ryzen 5 5600X, 3.7 GHz, 32 MB, MPK (100-100000065MPK)","1 490,49 zł",https://images.morele.net/i256/5947227_0_i256.jpg,3.7 GHz,6 rdzeni,Socket AM4,Tak
100-100000065BOX,AMD,Ryzen 5 5600X,130,95.9,383420,"Procesor AMD Ryzen 5 5600X, 3.7 GHz, 32 MB, OEM (100-000000065)",439 zł,https://images.morele.net/i256/7267027_0_i256.jpg,3.7 GHz,6 rdzeni,Socket AM4,Tak
100-100000065BOX,AMD,Ryzen 5 5600X,130,95.9,383420,"Procesor AMD Ryzen 5 5600X, 3.7 GHz, 32 MB, BOX (100-100000065BOX)","538,28 zł",https://images.morele.net/i256/7267026_0_i256.jpg,3.7 GHz,6 rdzeni,Socket AM4,Tak
BX8070811500,,Core i5-11500,131,95.9,5693,,,,,,,
,,Ryzen 7 5800,132,95.9,1982,,,,,,,
BX8071512300,,Core i3-12300,133,95.5,25,,,,,,,
BX8070110900F,,Core i9-10900F,134,95.4,8499,,,,,,,
,,Core i5-13420H,135,95.1,4686,,,,,,,
,,Core Ultra 9 185H,136,95.0,1832,,,,,,,
100-100001236BOX,AMD,Ryzen 7 8700G,137,95.0,103,"Procesor AMD Ryzen 7 8700G, 4.2 GHz, 16 MB, MPK (100-100001236MPK)","1 578,18 zł",https://images.morele.net/i256/13170055_0_i256.jpg,4.2 GHz,8 rdzeni,Socket AM5,Tak
100-100001236BOX,AMD,Ryzen 7 8700G,137,95.0,103,"Procesor AMD Ryzen 7 8700G, 4.2 GHz, 16 MB, BOX (100-100001236BOX)","1 153,46 zł",https://images.morele.net/i256/13170054_0_i256.jpg,4.2 GHz,8 rdzeni,Socket AM5,Tak
,,Core i5-12500H,138,94.2,18053,,,,,,,
BX8070811400,Intel,Core i5-11400,139,94.2,24459,"Procesor Intel Core i5-11400, 2.6 GHz, 12 MB, Bulk (CM8070804497015)","596,53 zł",https://images.morele.net/i256/10059324_0_i256.jpg,2.6 GHz,6 rdzeni,Socket 1200 (Rocket Lake),Nie
BX8070811400,Intel,Core i5-11400,139,94.2,24459,"Procesor Intel Core i5-11400, 2.6 GHz, 12 MB, OEM (CM8070804497015)","591,67 zł",https://images.morele.net/i256/9240421_0_i256.jpg,2.6 GHz,6 rdzeni,Socket 1200 (Rocket Lake),Nie
BX8070811400,Intel,Core i5-11400,139,94.2,24459,"Procesor Intel Core i5-11400, 2.6 GHz, 12 MB, BOX (BX8070811400)","863,77 zł",https://images.morele.net/i256/7732026_0_i256.jpg,2.6 GHz,6 rdzeni,Socket 1200 (Rocket Lake),Nie
BX8071512100,Intel,Core i3-12100,140,94.2,4192,"Procesor Intel Core i3-12100, 3.3 GHz, 12 MB, OEM (CM8071504651012)","487,67 zł",https://images.morele.net/i256/9993416_0_i256.jpg,3.3 GHz,4 rdzenie,Socket 1700,Nie
BX8071512100,Intel,Core i3-12100,140,94.2,4192,"Procesor Intel Core i3-12100, 3.3 GHz, 12 MB, BOX (BX8071512100)",469 zł,https://images.morele.net/i256/9643521_0_i256.jpg,3.3 GHz,4 rdzenie,Socket 1700,Nie
BX8071512100F,Intel,Core i3-12100F,141,94.1,11860,"Procesor Intel Core i3-12100F, 3.3 GHz, 12 MB, OEM (CM8071504651013)","299,98 zł",https://images.morele.net/i256/9658409_0_i256.jpg,3.3 GHz,4 rdzenie,Socket 1700,Nie
BX8071512100F,Intel,Core i3-12100F,141,94.1,11860,"Procesor Intel Core i3-12100F, 3.3 GHz, 12 MB, BOX (BX8071512100F)",329 zł,https://images.morele.net/i256/9643936_1_i256.jpg,3.3 GHz,4 rdzenie,Socket 1700,Nie
,,Core i9-10900,142,94.0,11130,,,,,,,
BX8070811400F,Intel,Core i5-11400F,143,94.0,84259,"Procesor Intel Core i5-11400F, 2.6 GHz, 12 MB, OEM (CM8070804497016)","422,42 zł",https://images.morele.net/i256/9497192_1_i256.jpg,2.6 GHz,6 rdzeni,Socket 1200 (Rocket Lake),Nie
,,Core i7-1370P,144,93.9,296,,,,,,,
100-100000927BOX,AMD,Ryzen 5 5600,145,93.3,7429,"Procesor AMD Ryzen 5 5600, 3.5 GHz, 32 MB, MPK (100-100000927MPK)","475,09 zł",https://images.morele.net/i256/12805279_0_i256.jpg,3.5 GHz,6 rdzeni,Socket AM4,Tak
100-100000927BOX,AMD,Ryzen 5 5600,145,93.3,7429,"Procesor AMD Ryzen 5 5600, 3.5 GHz, 32 MB, BOX (100-100000927BOX)","436,89 zł",https://images.morele.net/i256/10120243_0_i256.jpg,3.5 GHz,6 rdzeni,Socket AM4,Tak
100-100000927BOX,AMD,Ryzen 5 5600,145,93.3,7429,"Procesor AMD Ryzen 5 5600, 3.5 GHz, 32 MB, OEM (100-000000927)","370,48 zł",https://images.morele.net/i256/10120244_1_i256.jpg,3.5 GHz,6 rdzeni,Socket AM4,Tak
BX80684I59600K,,Core i5-9600K,146,93.2,321194,,,,,,,
BX8070110700F,,Core i7-10700F,147,93.2,44448,,,,,,,
BX80684I59600KF,,Core i5-9600KF,148,93.2,65122,,,,,,,
,,Core i9-11980HK,149,93.0,1579,,,,,,,
100-100001591BOX,AMD,Ryzen 5 8400F,150,92.9,102,"Procesor AMD Ryzen 5 8400F, 4.2 GHz, 16 MB, BOX (100-100001591BOX)","568,84 zł",https://images.morele.net/i256/13232700_0_i256.jpg,4.2 GHz,6 rdzeni,Socket AM5,Tak
100-100001591BOX,AMD,Ryzen 5 8400F,150,92.9,102,"Procesor AMD Ryzen 5 8400F, 4.2 GHz, 16 MB, OEM (100-000001591)","438,78 zł",https://images.morele.net/i256/13467338_0_i256.jpg,4.2 GHz,6 rdzeni,Socket AM5,Tak
BX8070110700,,Core i7-10700,151,92.6,71010,,,,,,,
BX80684I59600,,Core i5-9600,152,92.3,931,,,,,,,
BX8070110600K,Intel,Core i5-10600K,153,92.2,70951,"Procesor Intel Core i5-10600K, 4.1 GHz, 12 MB, OEM (CM8070104282134)","1 145,31 zł",https://images.morele.net/i256/6747483_0_i256.jpg,4.1 GHz,6 rdzeni,Socket 1200,Tak
BX8070110600K,Intel,Core i5-10600K,153,92.2,70951,"Procesor Intel Core i5-10600K, 4.1 GHz, 12 MB, BOX (BX8070110600K)","1 245,99 zł",https://images.morele.net/i256/6731004_1_i256.jpg,4.1 GHz,6 rdzeni,Socket 1200,Tak
,,Core i7-1360P,154,92.2,1172,,,,,,,
100-100001237BOX,AMD,Ryzen 5 8600G,155,92.2,161,"Procesor AMD Ryzen 5 8600G, 4.3 GHz, 16 MB, BOX (100-100001237BOX)","760,03 zł",https://images.morele.net/i256/13170049_0_i256.jpg,4.3 GHz,6 rdzeni,Socket AM5,Tak
BX80684I79700,Intel,Core i7-9700,156,92.0,79875,"Procesor Intel Core i7-9700, 3 GHz, 12 MB, OEM (CM8068403874521)","1 412,90 zł",https://images.morele.net/i256/6051315_2_i256.jpg,3 GHz,8 rdzeni,Socket 1151 (Coffee Lake),Nie
,,Ryzen 9 HX 370,157,92.0,199,,,,,,,
BX80684I79700F,,Core i7-9700F,158,92.0,54980,,,,,,,
,,Core i9-11950H,159,92.0,1090,,,,,,,
BX8070110600KF,Intel,Core i5-10600KF,160,91.9,24257,"Procesor Intel Core i5-10600KF, 4.1 GHz, 12 MB, BOX (BX8070110600KF)","514,60 zł",https://images.morele.net/i256/6731003_1_i256.jpg,4.1 GHz,6 rdzeni,Socket 1200,Tak
BX80684I99900,,Core i9-9900,161,91.4,11853,,,,,,,
BX80684I78086K,,Core i7-8086K,162,90.8,38086,,,,,,,
,,Core Ultra 7 165H,163,90.8,167,,,,,,,
BX80684I58600K,,Core i5-8600K,164,90.7,264837,,,,,,,
BX8070110600,,Core i5-10600,165,90.2,7605,,,,,,,
,,Ryzen 9 7945HX,166,90.1,233,,,,,,,
,,Core i5-12450H,167,90.0,18684,,,,,,,
,,Core i9-11900H,168,90.0,5890,,,,,,,
,,Core i3-10320,169,89.6,620,,,,,,,
100-100000051WOF,,Ryzen 9 3950X,170,89.3,50170,,,,,,,
BX80684I39350KF,,Core i3-9350KF,171,89.3,1442,,,,,,,
,,Core Ultra 7 155H,172,89.1,3014,,,,,,,
100-100000931BOX,AMD,Ryzen 5 8500G,173,89.0,165,"Procesor AMD Ryzen 5 8500G, 3.5 GHz, 16 MB, OEM (100-000000931)","1 107,70 zł",https://images.morele.net/i256/13189446_0_i256.jpg,3.5 GHz,6 rdzeni,Socket AM5,Tak
100-100000931BOX,AMD,Ryzen 5 8500G,173,89.0,165,"Procesor AMD Ryzen 5 8500G, 3.5 GHz, 16 MB, BOX (100-100000931BOX)",629 zł,https://images.morele.net/i256/13170046_0_i256.jpg,3.5 GHz,6 rdzeni,Socket AM5,Tak
,,Core i5-1350P,174,89.0,97,,,,,,,
,,Core i7-11850H,175,88.9,3563,,,,,,,
100-100000277WOF,,Ryzen 9 3900XT,176,88.7,16922,,,,,,,
BX80684I78700K,,Core i7-8700K,177,88.4,746287,,,,,,,
,,Ryzen 9 7845HX,178,88.2,216,,,,,,,
BX80684I58600,,Core i5-8600,179,88.2,18241,,,,,,,
,,Core i7-11800H,180,88.2,79827,,,,,,,
,,Core i5-1340P,181,88.1,667,,,,,,,
100-100000279WOF,,Ryzen 7 3800XT,182,88.1,13898,,,,,,,
100-100000263BOX,AMD,Ryzen 7 5700G,183,88.0,5719,"Procesor AMD Ryzen 7 5700G, 3.8 GHz, 16 MB, MPK (100-100000263MPK)","1 746,69 zł",https://images.morele.net/i256/8536077_0_i256.jpg,3.8 GHz,8 rdzeni,Socket AM4,Tak
100-100000263BOX,AMD,Ryzen 7 5700G,183,88.0,5719,"Procesor AMD Ryzen 7 5700G, 3.8 GHz, 16 MB, OEM (100-000000263)","613,31 zł",https://images.morele.net/i256/8536078_2_i256.jpg,3.8 GHz,8 rdzeni,Socket AM4,Tak
100-100000263BOX,AMD,Ryzen 7 5700G,183,88.0,5719,"Procesor AMD Ryzen 7 5700G, 3.8 GHz, 16 MB, BOX (100-100000263BOX)",649 zł,https://images.morele.net/i256/8536076_0_i256.jpg,3.8 GHz,8 rdzeni,Socket AM4,Tak
100-100000023BOX,,Ryzen 9 3900X,184,87.9,197342,,,,,,,
